systematic_name	standard_name	chrom	start	end
YBL071W-A	KTI11	chrII	89978	90226
YBL072C	RPS8A	chrII	88523	89125
YBL073W		chrII	87646	87957
YBL074C	AAR2	chrII	86722	87789
YBL075C	SSA3	chrII	84499	86448
YBL076C	ILS1	chrII	81043	84261
YBL077W		chrII	80897	81328
YBL078C	ATG8	chrII	80378	80731
YBL079W	NUP170	chrII	75259	79767
YBL080C	PET112	chrII	73070	74695
YBL081W		chrII	71866	72972
YBL082C	ALG3	chrII	69751	71127
YBL083C		chrII	69713	70138
YBL084C	CDC27	chrII	67169	69445
YBL085W	BOI1	chrII	63876	66818
YBL086C		chrII	61202	62602
YBL087C	RPL23A	chrII	59822	60739
YBL088C	TEL1	chrII	51019	59382
YBL089W	AVT5	chrII	49574	50953
YBL090W	MRP21	chrII	48825	49358
YBL091C	MAP2	chrII	47363	48628
YBL091C-A	SCS22	chrII	46565	47180
YBL092W	RPL32	chrII	45978	46370
YBL093C	ROX3	chrII	44256	44918
YBL094C		chrII	43765	44097
YBL095W	MRX3	chrII	43277	44089
YBL096C		chrII	43174	43482
YBL097W	BRN1	chrII	40831	43095
YBL098W	BNA4	chrII	39145	40527
YBL099W	ATP1	chrII	37053	38690
YBL100C		chrII	36989	37303
YBL100W-A		chrII	29935	31251
YBL100W-B		chrII	29935	35248
YBL100W-C		chrII	28427	28546
YBL101C	ECM21	chrII	24946	28299
YBL102W	SFT2	chrII	24098	24745
YBL103C	RTG3	chrII	22076	23536
YBL103C-A		chrII	18177	18437
YBL104C	SEA4	chrII	18177	21293
YBL105C	PKC1	chrII	14241	17696
YBL106C	SRO77	chrII	10847	13879
YBL107C	MIX23	chrII	9961	10551
YBL107W-A		chrII	9268	9372
YBL108C-A	PAU9	chrII	7605	7733
YBL108W		chrII	8177	8482
YBL109W		chrII	5790	6125
YBL111C		chrII	2907	5009
YBL112C		chrII	2582	2899
YBL113C		chrII	280	2658
YBL113W-A		chrII	646	1128
YBR001C	NTH2	chrII	238941	241283
YBR002C	RER2	chrII	241708	242568
YBR003W	COQ1	chrII	242809	244230
YBR004C	GPI18	chrII	244366	245667
YBR005W	RCR1	chrII	245906	246547
YBR006W	UGA2	chrII	247010	248503
YBR007C	DSF2	chrII	248806	251016
YBR008C	FLR1	chrII	252563	254209
YBR009C	HHF1	chrII	255373	255684
YBR010W	HHT1	chrII	256331	256741
YBR011C	IPP1	chrII	257112	257975
YBR012C		chrII	259147	259566
YBR012W-A		chrII	259869	261191
YBR012W-B		chrII	259869	265140
YBR013C		chrII	265492	265881
YBR014C	GRX7	chrII	266725	267336
YBR015C	MNN2	chrII	267710	269503
YBR016W		chrII	270247	270633
YBR017C	KAP104	chrII	270947	273703
YBR018C	GAL7	chrII	274427	275527
YBR019C	GAL10	chrII	276253	278352
YBR020W	GAL1	chrII	279021	280607
YBR021W	FUR4	chrII	281443	283344
YBR022W	POA1	chrII	283738	284271
YBR023C	CHS3	chrII	284428	287925
YBR024W	SCO2	chrII	289445	290350
YBR025C	OLA1	chrII	290681	291865
YBR026C	ETR1	chrII	292877	294019
YBR027C		chrII	294024	294356
YBR028C	YPK3	chrII	294425	296002
YBR029C	CDS1	chrII	296369	297742
YBR030W	RKM3	chrII	298292	299950
YBR031W	RPL4A	chrII	300166	301254
YBR032W		chrII	301519	301821
YBR033W	EDS1	chrII	301944	304703
YBR034C	HMT1	chrII	304930	305976
YBR035C	PDX3	chrII	306269	306955
YBR036C	CSG2	chrII	309081	310313
YBR037C	SCO1	chrII	310565	311452
YBR038W	CHS2	chrII	311898	314789
YBR039W	ATP3	chrII	315575	316510
YBR040W	FIG1	chrII	316968	317864
YBR041W	FAT1	chrII	318266	320275
YBR042C	CST26	chrII	320416	321609
YBR043C	QDR3	chrII	321876	323945
YBR044C	TCM62	chrII	324341	326059
YBR045C	GIP1	chrII	328173	330092
YBR046C	ZTA1	chrII	330507	331511
YBR047W	FMP23	chrII	331833	332360
YBR048W	RPS11B	chrII	332831	333812
YBR049C	REB1	chrII	334386	336818
YBR050C	REG2	chrII	337183	338199
YBR051W		chrII	337988	338338
YBR052C	RFS1	chrII	338720	339352
YBR053C		chrII	339675	340751
YBR054W	YRO2	chrII	343101	344135
YBR055C	PRP6	chrII	344602	347301
YBR056C-B		chrII	351293	351451
YBR056W		chrII	347879	349384
YBR056W-A	MNC1	chrII	351255	351455
YBR057C	MUM2	chrII	352193	353293
YBR058C	UBP14	chrII	353672	356017
YBR058C-A	TSC3	chrII	356324	356566
YBR059C	AKL1	chrII	356861	360187
YBR060C	ORC2	chrII	360652	362514
YBR061C	TRM7	chrII	364787	365719
YBR062C		chrII	365976	366600
YBR063C		chrII	366970	368184
YBR064W		chrII	367763	368191
YBR065C	ECM2	chrII	368584	369678
YBR066C	NRG2	chrII	370037	370699
YBR067C	TIP1	chrII	372103	372735
YBR068C	BAP2	chrII	373861	375690
YBR069C	TAT1	chrII	376574	378433
YBR070C	ALG14	chrII	379221	379934
YBR071W		chrII	380411	381046
YBR072C-A		chrII	382860	383021
YBR072W	HSP26	chrII	382030	382674
YBR073W	RDH54	chrII	383112	385988
YBR074W	PFF1	chrII	386286	389216
YBR075W		chrII	387793	389175
YBR076C-A		chrII	391351	391617
YBR076W	ECM8	chrII	390227	391291
YBR077C	SLM4	chrII	391805	392293
YBR078W	ECM33	chrII	393123	394742
YBR079C	RPG1	chrII	395383	398277
YBR080C	SEC18	chrII	398614	400890
YBR081C	SPT7	chrII	401253	405251
YBR082C	UBC4	chrII	406628	407169
YBR083W	TEC1	chrII	409169	410629
YBR084C-A	RPL19A	chrII	414186	415261
YBR084W	MIS1	chrII	411054	413981
YBR085C-A		chrII	418907	419164
YBR085W	AAC3	chrII	415983	416906
YBR086C	IST2	chrII	420201	423041
YBR087W	RFC5	chrII	423765	424829
YBR088C	POL30	chrII	424990	425766
YBR089C-A	NHP6B	chrII	426190	426489
YBR089W		chrII	425183	425782
YBR090C		chrII	426333	427058
YBR091C	TIM12	chrII	427155	427484
YBR092C	PHO3	chrII	427698	429101
YBR093C	PHO5	chrII	429548	430951
YBR094W	PBY1	chrII	432036	434297
YBR095C	RXT2	chrII	434406	435698
YBR096W		chrII	436021	436713
YBR097W	VPS15	chrII	436951	441315
YBR098W	MMS4	chrII	441515	443590
YBR099C		chrII	442924	443307
YBR100W		chrII	443211	443549
YBR101C	FES1	chrII	443821	444693
YBR102C	EXO84	chrII	445062	447323
YBR103C-A		chrII	449320	449463
YBR103W	SIF2	chrII	447709	449316
YBR104W	YMC2	chrII	449667	450656
YBR105C	VID24	chrII	450881	451969
YBR106W	SND3	chrII	452658	453224
YBR107C	IML3	chrII	453793	454530
YBR108W	AIM3	chrII	454822	457665
YBR109C	CMD1	chrII	457919	458362
YBR109W-A		chrII	458608	458832
YBR110W	ALG1	chrII	458872	460221
YBR111C	YSA1	chrII	461178	461873
YBR111W-A	SUS1	chrII	462139	462579
YBR112C	CYC8	chrII	462870	465770
YBR113W		chrII	465566	466048
YBR114W	RAD16	chrII	467248	469620
YBR115C	LYS2	chrII	469748	473926
YBR116C		chrII	474199	474726
YBR117C	TKL2	chrII	474392	476437
YBR118W	TEF2	chrII	477671	479047
YBR119W	MUD1	chrII	479338	480323
YBR120C	CBP6	chrII	480435	480923
YBR121C	GRS1	chrII	481364	483367
YBR121C-A		chrII	482326	482484
YBR122C	MRPL36	chrII	483970	484503
YBR123C	TFC1	chrII	484742	486691
YBR124W		chrII	486507	486866
YBR125C	PTC4	chrII	487199	488380
YBR126C	TPS1	chrII	488905	490392
YBR126W-A	MEO1	chrII	490850	491056
YBR126W-B		chrII	490927	491070
YBR127C	VMA2	chrII	491269	492822
YBR128C	ATG14	chrII	493081	494115
YBR129C	OPY1	chrII	494353	495339
YBR130C	SHE3	chrII	495592	496869
YBR131C-A		chrII	497650	497739
YBR131W	CCZ1	chrII	497163	499277
YBR132C	AGP2	chrII	499652	501442
YBR133C	HSL7	chrII	501804	504287
YBR134W		chrII	504243	504644
YBR135W	CKS1	chrII	504854	505306
YBR136W	MEC1	chrII	505668	512774
YBR137W		chrII	513044	513583
YBR138C		chrII	513762	515336
YBR139W	ATG42	chrII	515664	517190
YBR140C	IRA1	chrII	517350	526628
YBR141C	BMT2	chrII	527025	528038
YBR141W-A		chrII	527167	527262
YBR142W	MAK5	chrII	528317	530638
YBR143C	SUP45	chrII	530869	532182
YBR144C		chrII	533235	533549
YBR145W	ADH5	chrII	533762	534817
YBR146W	MRPS9	chrII	535260	536096
YBR147W	RTC2	chrII	536575	537465
YBR148W	YSW1	chrII	537876	539705
YBR149W	ARA1	chrII	539987	541021
YBR150C	TBS1	chrII	541209	544493
YBR151W	APD1	chrII	545028	545978
YBR152W	SPP381	chrII	546376	547251
YBR153W	RIB7	chrII	547460	548194
YBR154C	RPB5	chrII	548362	549009
YBR155W	CNS1	chrII	549771	550928
YBR156C	SLI15	chrII	551104	553200
YBR157C	ICS2	chrII	553543	554310
YBR158W	AMN1	chrII	556549	558198
YBR159W	IFA38	chrII	558685	559728
YBR160W	CDC28	chrII	560078	560974
YBR161W	CSH1	chrII	561634	562764
YBR162C	TOS1	chrII	563203	564570
YBR162W-A	YSY6	chrII	565231	565428
YBR163W	EXO5	chrII	565723	567480
YBR164C	ARL1	chrII	567875	568426
YBR165W	UBS1	chrII	568852	569685
YBR166C	TYR1	chrII	569842	571200
YBR167C	POP7	chrII	571468	571890
YBR168W	PEX32	chrII	572371	573612
YBR169C	SSE2	chrII	573915	575996
YBR170C	NPL4	chrII	576344	578086
YBR171W	SEC66	chrII	578364	578984
YBR172C	SMY2	chrII	579150	581372
YBR173C	UMP1	chrII	581726	582172
YBR174C		chrII	582338	582652
YBR175W	SWD3	chrII	582408	583355
YBR176W	ECM31	chrII	583720	584658
YBR177C	EHT1	chrII	584807	586162
YBR178W		chrII	586071	586445
YBR179C	FZO1	chrII	586547	589114
YBR180W	DTR1	chrII	589741	591459
YBR181C	RPS6B	chrII	591712	592774
YBR182C	SMP1	chrII	593506	594864
YBR182C-A		chrII	595361	595555
YBR183W	YPC1	chrII	596115	597065
YBR184W		chrII	597363	598934
YBR185C	MBA1	chrII	599123	599959
YBR186W	PCH2	chrII	600553	602360
YBR187W	GDT1	chrII	602634	603476
YBR188C	NTC20	chrII	603685	604107
YBR189W	RPS9B	chrII	604508	605508
YBR190W		chrII	605966	606277
YBR191W	RPL21A	chrII	606270	607140
YBR191W-A		chrII	607149	607223
YBR192W	RIM2	chrII	607652	608785
YBR193C	MED8	chrII	609082	609753
YBR194W	AIM4	chrII	610038	610409
YBR195C	MSI1	chrII	610614	611882
YBR196C	PGI1	chrII	612236	613900
YBR196C-A		chrII	614024	614173
YBR196C-B		chrII	614526	614630
YBR197C		chrII	615203	615856
YBR198C	TAF5	chrII	616127	618523
YBR199W	KTR4	chrII	618909	620303
YBR200W	BEM1	chrII	620872	622527
YBR200W-A		chrII	622983	623147
YBR201C-A	MIN7	chrII	624493	624696
YBR201W	DER1	chrII	623576	624211
YBR202W	MCM7	chrII	625772	628309
YBR203W	COS111	chrII	629168	631942
YBR204C	LDH1	chrII	632254	633381
YBR205W	KTR3	chrII	633622	634836
YBR206W		chrII	634601	634924
YBR207W	FTH1	chrII	635146	636543
YBR208C	DUR1,2	chrII	636703	642210
YBR209W		chrII	642583	642900
YBR210W	ERV15	chrII	645550	645978
YBR211C	AME1	chrII	646158	647132
YBR212W	NGR1	chrII	647886	649904
YBR213W	MET8	chrII	650368	651192
YBR214W	SDS24	chrII	651415	652998
YBR215W	HPC2	chrII	653356	655317
YBR216C	YBP1	chrII	655576	657600
YBR217W	ATG12	chrII	657832	658392
YBR218C	PYC2	chrII	658707	662249
YBR219C		chrII	662499	663303
YBR220C		chrII	662995	664677
YBR221C	PDB1	chrII	665153	666253
YBR221W-A		chrII	666538	666642
YBR222C	PCS60	chrII	666720	668351
YBR223C	TDP1	chrII	668663	670297
YBR223W-A		chrII	668721	668840
YBR224W		chrII	670125	670640
YBR225W		chrII	670627	673329
YBR226C		chrII	673155	673565
YBR227C	MCX1	chrII	673572	675134
YBR228W	SLX1	chrII	675313	676227
YBR229C	ROT2	chrII	676357	679221
YBR230C	OM14	chrII	679549	680050
YBR230W-A	COQ21	chrII	680362	680562
YBR231C	SWC5	chrII	682179	683090
YBR232C		chrII	683373	683732
YBR233W	PBP2	chrII	683428	684669
YBR233W-A	DAD3	chrII	684977	685261
YBR234C	ARC40	chrII	685438	686592
YBR235W	VHC1	chrII	686901	690263
YBR236C	ABD1	chrII	690383	691693
YBR237W	PRP5	chrII	691969	694518
YBR238C		chrII	695107	697302
YBR239C	ERT1	chrII	698354	699943
YBR240C	THI2	chrII	700490	701842
YBR241C		chrII	702589	704055
YBR242W		chrII	704670	705386
YBR243C	ALG7	chrII	705447	706793
YBR244W	GPX2	chrII	707528	708016
YBR245C	ISW1	chrII	708150	711539
YBR246W	RRT2	chrII	711591	712754
YBR247C	ENP1	chrII	713004	714455
YBR248C	HIS7	chrII	714807	716465
YBR249C	ARO4	chrII	716882	717994
YBR250W	SPO23	chrII	719033	720604
YBR251W	MRPS5	chrII	721390	722313
YBR252W	DUT1	chrII	722611	723054
YBR253W	SRB6	chrII	723270	723635
YBR254C	TRS20	chrII	723736	724263
YBR255C-A	RCF3	chrII	726618	727074
YBR255W	MTC4	chrII	724456	726540
YBR256C	RIB5	chrII	727386	728102
YBR257W	POP4	chrII	728885	729724
YBR258C	SHG1	chrII	729734	730162
YBR259W		chrII	730387	732453
YBR260C	RGD1	chrII	732639	734639
YBR261C	TAE1	chrII	734832	735530
YBR262C	MIC12	chrII	735720	736040
YBR263W	SHM1	chrII	736264	737736
YBR264C	YPT10	chrII	737770	738369
YBR265W	TSC10	chrII	738582	739544
YBR266C	SLM6	chrII	739936	740388
YBR267W	REI1	chrII	739841	741022
YBR268W	MRPL37	chrII	741299	741616
YBR269C	SDH8	chrII	742160	742576
YBR270C	BIT2	chrII	742761	744398
YBR271W	EFM2	chrII	744852	746111
YBR272C	HSM3	chrII	746361	747803
YBR273C	UBX7	chrII	748061	749371
YBR274W	CHK1	chrII	749594	751177
YBR275C	RIF1	chrII	751356	757106
YBR276C	PPS1	chrII	757620	760043
YBR277C		chrII	760215	760616
YBR278W	DPB3	chrII	760294	760899
YBR279W	PAF1	chrII	761257	762594
YBR280C	SAF1	chrII	762784	764697
YBR281C	DUG2	chrII	764970	767606
YBR282W	MRPL27	chrII	768240	768680
YBR283C	SSH1	chrII	768943	770415
YBR284W		chrII	771239	773632
YBR285W		chrII	773922	774356
YBR286W	APE3	chrII	774700	776313
YBR287W		chrII	776571	777854
YBR288C	APM3	chrII	778012	779463
YBR289W	SNF5	chrII	779667	782384
YBR290W	BSD2	chrII	782591	783556
YBR291C	CTP1	chrII	783673	784572
YBR292C		chrII	784702	785073
YBR293W	VBA2	chrII	787006	788430
YBR294W	SUL1	chrII	789235	791814
YBR295W	PCA1	chrII	792849	796499
YBR296C	PHO89	chrII	796798	798522
YBR296C-A	TYC1	chrII	800123	800242
YBR297W	MAL33	chrII	800523	801929
YBR298C	MAL31	chrII	802631	804475
YBR298C-A		chrII	805035	805256
YBR299W	MAL32	chrII	805351	807105
YBR300C		chrII	808600	809097
YBR301W	PAU24	chrII	809057	809419
YBR302C	COS2	chrII	810340	811479
YCL001W	RER1	chrIII	111916	112482
YCL001W-A		chrIII	113080	113541
YCL001W-B		chrIII	113770	114024
YCL002C		chrIII	110808	111675
YCL003W		chrIII	109428	109958
YCL004W	PGS1	chrIII	109105	110670
YCL005W	LDB16	chrIII	108021	108791
YCL005W-A	VMA9	chrIII	107023	107417
YCL006C		chrIII	107240	107569
YCL007C		chrIII	106974	107366
YCL008C	STP22	chrIII	105696	106853
YCL009C	ILV6	chrIII	104619	105548
YCL010C	SGF29	chrIII	103571	104350
YCL011C	GBP2	chrIII	102075	103358
YCL012C		chrIII	101317	101788
YCL012W		chrIII	100113	100808
YCL013W		chrIII	99600	99998
YCL014W	BUD3	chrIII	96281	101191
YCL016C	DCC1	chrIII	94621	95763
YCL017C	NFS1	chrIII	92777	94270
YCL018W	LEU2	chrIII	91324	92418
YCL019W		chrIII	85102	90415
YCL020W		chrIII	85102	86418
YCL021W		chrIII	84076	84429
YCL021W-A		chrIII	83620	83997
YCL022C		chrIII	81570	82085
YCL023C		chrIII	78949	79296
YCL024W	KCC4	chrIII	79162	82275
YCL025C	AGP1	chrIII	76018	77919
YCL026C		chrIII	74686	75045
YCL026C-A	FRM2	chrIII	74704	75285
YCL026C-B	HBN1	chrIII	73405	73986
YCL027W	FUS1	chrIII	71803	73341
YCL028W	RNQ1	chrIII	70150	71367
YCL029C	BIK1	chrIII	68599	69921
YCL030C	HIS4	chrIII	65934	68333
YCL031C	RRP7	chrIII	64675	65568
YCL032W	STE50	chrIII	63441	64481
YCL033C	MXR2	chrIII	62776	63282
YCL034W	LSB5	chrIII	61658	62722
YCL035C	GRX1	chrIII	60841	61173
YCL036W	GFD2	chrIII	59026	60726
YCL037C	SRO9	chrIII	57374	58678
YCL038C	ATG22	chrIII	54941	56527
YCL039W	GID7	chrIII	52645	54882
YCL040W	GLK1	chrIII	50838	52340
YCL041C		chrIII	50133	50627
YCL042W		chrIII	50584	50943
YCL043C	PDI1	chrIII	48653	50221
YCL044C	MGR1	chrIII	47111	48364
YCL045C	EMC1	chrIII	44623	46905
YCL046W		chrIII	46640	46963
YCL047C	POF1	chrIII	43661	44437
YCL048W	SPS22	chrIII	42165	43556
YCL048W-A		chrIII	41488	41727
YCL049C		chrIII	39786	40724
YCL050C	APA1	chrIII	37836	38801
YCL051W	LRE1	chrIII	35865	37616
YCL052C	PBN1	chrIII	34143	35393
YCL053C		chrIII	33448	33897
YCL054W	SPB1	chrIII	31449	33974
YCL054W-A	RDT1	chrIII	30910	30996
YCL055W	KAR4	chrIII	27929	28936
YCL056C	PEX34	chrIII	26925	27359
YCL057C-A	MIC10	chrIII	24032	24325
YCL057W	PRD1	chrIII	24768	26906
YCL058C	FYV5	chrIII	23523	23981
YCL058W-A	ADF1	chrIII	23584	23925
YCL059C	KRR1	chrIII	22429	23379
YCL060C		chrIII	20409	21362
YCL061C	MRC1	chrIII	18816	22106
YCL062W		chrIII	17955	18542
YCL063W	VAC17	chrIII	17290	18561
YCL064C	CHA1	chrIII	15798	16880
YCL065W		chrIII	13751	14119
YCL066W	HMLALPHA1	chrIII	13282	13809
YCL067C	HMLALPHA2	chrIII	12386	13018
YCL068C		chrIII	11503	12285
YCL069W	VBA3	chrIII	9706	11082
YCL073C	GEX1	chrIII	6479	8326
YCL074W		chrIII	2824	3750
YCL075W		chrIII	2126	2566
YCL076W		chrIII	1392	2135
YCLX01W		chrIII	23511	23909
YCLX02C		chrIII	32194	32598
YCLX03C		chrIII	43093	43476
YCLX04W		chrIII	47401	47847
YCLX05C		chrIII	62064	62381
YCLX06C		chrIII	70756	71088
YCLX07W		chrIII	71943	72281
YCLX09W		chrIII	76960	77352
YCLX10C		chrIII	91597	91908
YCLX11W		chrIII	104246	104704
YCLX12W		chrIII	107655	107993
YCR001W		chrIII	115685	115999
YCR002C	CDC10	chrIII	117380	118348
YCR003W	MRPL32	chrIII	118620	119171
YCR004C	YCP4	chrIII	119575	120318
YCR005C	CIT2	chrIII	120946	122328
YCR006C		chrIII	122530	123003
YCR007C		chrIII	126011	126730
YCR008W	SAT4	chrIII	128470	130281
YCR009C	RVS161	chrIII	130745	131542
YCR010C	ADY2	chrIII	132273	133124
YCR011C	ADP1	chrIII	133724	136873
YCR012W	PGK1	chrIII	137746	138996
YCR013C		chrIII	138402	139049
YCR014C	POL4	chrIII	139185	140933
YCR015C	CTO1	chrIII	141217	142170
YCR016W		chrIII	143634	144506
YCR017C	CWH43	chrIII	144773	147634
YCR018C	SRD1	chrIII	148238	148903
YCR018C-A		chrIII	151608	151862
YCR019W	MAK32	chrIII	152837	153928
YCR020C	PET18	chrIII	154012	154659
YCR020C-A	MAK31	chrIII	154830	155096
YCR020W-B	HTL1	chrIII	155320	155556
YCR021C	HSP30	chrIII	156109	157107
YCR022C		chrIII	157421	157765
YCR023C		chrIII	158538	160373
YCR024C	SLM5	chrIII	160744	162222
YCR024C-A	PMP1	chrIII	162945	163067
YCR024C-B		chrIII	162599	162865
YCR025C		chrIII	163446	163856
YCR026C	NPP1	chrIII	164111	166339
YCR027C	RHB1	chrIII	167370	167999
YCR028C	FEN2	chrIII	170886	172424
YCR028C-A	RIM1	chrIII	172950	173440
YCR029C		chrIII	172554	172976
YCR029C-A		chrIII	171643	172169
YCR030C	SYP1	chrIII	173826	176438
YCR031C	RPS14A	chrIII	177500	178220
YCR032W	BPH1	chrIII	179520	186023
YCR033W	SNT1	chrIII	186489	190169
YCR034W	ELO2	chrIII	190592	191635
YCR035C	RRP43	chrIII	191834	193018
YCR036W	RBK1	chrIII	193297	194298
YCR037C	PHO87	chrIII	194414	197185
YCR038C	BUD5	chrIII	197621	199549
YCR038W-A		chrIII	199293	199418
YCR039C	MATALPHA2	chrIII	199546	200178
YCR040W	MATALPHA1	chrIII	200442	200969
YCR041W		chrIII	200911	201243
YCR042C	TAF2	chrIII	201174	205397
YCR043C		chrIII	206261	206644
YCR044C	PER1	chrIII	206877	207950
YCR045C	RRT12	chrIII	208135	209610
YCR045W-A		chrIII	208751	209101
YCR046C	IMG1	chrIII	209914	210423
YCR047C	BUD23	chrIII	210718	211545
YCR047W-A		chrIII	211301	211507
YCR048W	ARE1	chrIII	211929	213761
YCR049C		chrIII	211871	212317
YCR050C		chrIII	213464	213772
YCR051W		chrIII	214071	214739
YCR052W	RSC6	chrIII	214994	216445
YCR053W	THR4	chrIII	216697	218241
YCR054C	CTR86	chrIII	218376	220067
YCR055C		chrIII	219189	220193
YCR056W		chrIII	221153	221521
YCR057C	PWP2	chrIII	220457	223228
YCR058C		chrIII	221652	221957
YCR059C	YIH1	chrIII	223454	224230
YCR060W	TAH1	chrIII	224399	224734
YCR061W		chrIII	225563	227458
YCR062W		chrIII	225819	226181
YCR063W	BUD31	chrIII	228318	228791
YCR064C		chrIII	228095	228505
YCR065W	HCM1	chrIII	229310	231004
YCR066W	RAD18	chrIII	231500	232963
YCR067C	SED4	chrIII	233125	236322
YCR068W	ATG15	chrIII	237214	238776
YCR069W	CPR4	chrIII	239055	240011
YCR070W		chrIII	238228	238356
YCR071C	IMG2	chrIII	240103	240543
YCR072C	RSA4	chrIII	240805	242352
YCR073C	SSK22	chrIII	242588	246583
YCR073W-A	SOL2	chrIII	246963	247910
YCR074C		chrIII	245716	246036
YCR075C	ERS1	chrIII	248033	248815
YCR075W-A	EGO2	chrIII	248975	249202
YCR076C	FUB1	chrIII	249293	250045
YCR077C	PAT1	chrIII	250238	252628
YCR079W	PTC6	chrIII	252845	254173
YCR080W		chrIII	253094	253549
YCR081C-A		chrIII	258415	258651
YCR081W	SRB8	chrIII	254371	258654
YCR082W	AHC2	chrIII	258883	259269
YCR083W	TRX3	chrIII	259578	259961
YCR084C	TUP1	chrIII	260311	262452
YCR085W		chrIII	262916	263269
YCR086W	CSM1	chrIII	263392	263964
YCR087C-A		chrIII	264006	264467
YCR087W		chrIII	263976	264491
YCR088W	ABP1	chrIII	265068	266846
YCR089W	FIG2	chrIII	267434	272263
YCR090C		chrIII	272315	272863
YCR091W	KIN82	chrIII	274404	276566
YCR092C	MSH3	chrIII	276764	279820
YCR093W	CDC39	chrIII	280117	286443
YCR094W	CDC50	chrIII	286762	287937
YCR095C	OCA4	chrIII	288170	289258
YCR095W-A		chrIII	289639	289797
YCR096C	HMRA2	chrIII	293179	293538
YCR097W	HMRA1	chrIII	293835	294321
YCR097WA		chrIII	292557	293003
YCR097W-A		chrIII	294439	294705
YCR098C	GIT1	chrIII	297049	298605
YCR099C		chrIII	300832	301299
YCR100C		chrIII	301271	302221
YCR101C		chrIII	302482	303030
YCR102C		chrIII	304361	305467
YCR102W-A		chrIII	306735	306932
YCR103C		chrIII	305975	306310
YCR104W	PAU3	chrIII	307801	308175
YCR105W	ADH7	chrIII	309070	310155
YCR106W	RDS1	chrIII	310958	313456
YCR107W	AAD3	chrIII	313890	314981
YCR108C		chrIII	315997	316188
YCRX01W		chrIII	136147	136449
YCRX02C		chrIII	173425	173880
YCRX03C		chrIII	181487	181795
YCRX04W		chrIII	190947	191360
YCRX05W		chrIII	203027	203506
YCRX06W		chrIII	207484	207834
YCRX07W		chrIII	207585	208139
YCRX08W		chrIII	211855	212166
YCRX09C		chrIII	230482	230799
YCRX10W		chrIII	231914	232228
YCRX11W		chrIII	234188	234562
YCRX12W		chrIII	243040	243480
YCRX14W		chrIII	249919	250236
YCRX15W		chrIII	251640	251948
YCRX16C		chrIII	262731	263192
YCRX17W		chrIII	265075	265446
YCRX18C		chrIII	269713	270120
YCRX19W		chrIII	277963	278322
YCRX20C		chrIII	282116	282427
YCRX21C		chrIII	313073	313459
YDL001W	RMD1	chrIV	447984	449276
YDL002C	NHP10	chrIV	446967	447578
YDL003W	MCD1	chrIV	444683	446383
YDL004W	ATP16	chrIV	443029	443511
YDL005C	MED2	chrIV	441014	442309
YDL006W	PTC1	chrIV	439909	440754
YDL007C-A		chrIV	436567	436824
YDL007W	RPT2	chrIV	438047	439360
YDL008W	APC11	chrIV	433497	433994
YDL009C		chrIV	432925	433248
YDL010W	GRX6	chrIV	432330	433025
YDL011C		chrIV	432308	432631
YDL012C		chrIV	431108	431517
YDL013W	SLX5	chrIV	429067	430926
YDL014W	NOP1	chrIV	427364	428347
YDL015C	TSC13	chrIV	426002	426934
YDL016C		chrIV	425570	425872
YDL017W	CDC7	chrIV	424209	425732
YDL018C	ERP3	chrIV	422833	423510
YDL019C	OSH2	chrIV	417663	421514
YDL020C	RPN4	chrIV	415113	416708
YDL021W	GPM2	chrIV	413953	414888
YDL022C-A		chrIV	409808	410056
YDL022W	GPD1	chrIV	411825	413000
YDL023C		chrIV	411761	412081
YDL024C	DIA3	chrIV	408451	409857
YDL025C	RTK1	chrIV	405344	407206
YDL025W-A		chrIV	405410	405514
YDL026W		chrIV	404749	405060
YDL027C	MRX9	chrIV	403695	404957
YDL028C	MPS1	chrIV	400997	403291
YDL029W	ARP2	chrIV	399340	400638
YDL030W	PRP9	chrIV	397537	399129
YDL031W	DBP10	chrIV	394217	397204
YDL032W		chrIV	393690	394001
YDL033C	SLM3	chrIV	392659	393912
YDL034W		chrIV	391783	392127
YDL035C	GPR1	chrIV	389172	392057
YDL036C	PUS9	chrIV	387513	388901
YDL037C	BSC1	chrIV	384601	385587
YDL038C		chrIV	382327	384078
YDL039C	PRM7	chrIV	381985	384081
YDL040C	NAT1	chrIV	378874	381438
YDL041W		chrIV	378102	378455
YDL042C	SIR2	chrIV	376757	378445
YDL043C	PRP11	chrIV	375680	376480
YDL044C	MTF2	chrIV	373967	375289
YDL045C	FAD1	chrIV	372688	373608
YDL045W-A	MRP10	chrIV	372248	372535
YDL046W	NPC2	chrIV	371240	371761
YDL047W	SIT4	chrIV	369771	370706
YDL048C	STP4	chrIV	366739	368211
YDL049C	KNH1	chrIV	365068	365874
YDL050C		chrIV	364446	364817
YDL051W	LHP1	chrIV	363952	364779
YDL052C	SLC1	chrIV	362672	363583
YDL053C	PBP4	chrIV	361699	362256
YDL054C	MCH1	chrIV	359825	361285
YDL055C	PSA1	chrIV	355674	356759
YDL056W	MBP1	chrIV	352877	355378
YDL057W		chrIV	351434	352420
YDL058W	USO1	chrIV	345665	351037
YDL059C	RAD59	chrIV	344237	344953
YDL060W	TSR1	chrIV	341619	343985
YDL061C	RPS29B	chrIV	340628	340798
YDL062W		chrIV	339857	340282
YDL063C	SYO1	chrIV	338272	340134
YDL064W	UBC9	chrIV	337487	338070
YDL065C	PEX19	chrIV	336249	337277
